Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
312070,Veniaminof,20167,Confirmed Eruption,Western intracaldera cone,3,,,1983,,6,,2,,Historical Observations,,1984,,4,,17,,56.17,-159.38
373010,Grimsvotn,12838,Confirmed Eruption,Near south caldera wall,2,,,1983,,5,,28,,Historical Observations,,1983,,6,,2,,64.416,-17.316
267020,Karangetang,16533,Confirmed Eruption,Summit and SW flank (1443 m),3,,,1983,,5,,16,15,Historical Observations,,1988,,12,>,31,,2.781,125.407
264220,Iliboleng,16323,Confirmed Eruption,,2,,,1983,,5,,11,,Historical Observations,,1984,,4,,13,,-8.342,123.258
283090,Niigata-Yakeyama,17547,Confirmed Eruption,,1,,,1983,,4,?,14,,Historical Observations,,1983,,4,?,15,,36.921,138.036
283110,Asamayama,17807,Confirmed Eruption,,2,,,1983,,4,,8,,Historical Observations,,1983,,4,,8,,36.406,138.523
211060,Etna,13811,Confirmed Eruption,South flank (2680-2250 m),1,,,1983,,3,,28,,Historical Observations,,1983,,8,,6,,37.748,14.999
344120,Concepcion,11068,Confirmed Eruption,,2,,,1983,,3,,16,,Historical Observations,,1983,,3,,25,,11.538,-85.622
333060,Macdonald,10320,Confirmed Eruption,,0,,,1983,,3,,14,,Hydrophonic,,1983,,5,,21,,-28.98,-140.25
345020,Rincon de la Vieja,11099,Confirmed Eruption,,1,,,1983,,2,,6,,Historical Observations,,1983,,2,,21,,10.83,-85.324
332010,Kilauea,10119,Confirmed Eruption,"East rift zone (Puu O'o), Halemaumau",1,,,1983,,1,,3,,Historical Observations,>,2017,,8,,4,,19.421,-155.287
222120,"Lengai, Ol Doinyo",14023,Confirmed Eruption,North Crater,2,,,1983,,1,,1,,Historical Observations,,1993,,9,,24,,-2.764,35.914
261140,Marapi,15471,Confirmed Eruption,,1,,,1982,,12,,16,15,Historical Observations,,1982,,12,,16,15,-0.381,100.473
284120,Ioto,18417,Confirmed Eruption,West side (Asodai),1,,,1982,,11,,28,,Historical Observations,,1982,,12,?,16,15,24.751,141.289
290150,Chirpoi,18785,Confirmed Eruption,Snow,2,,,1982,,11,,22,,Historical Observations,,,,,,,,46.532,150.871
264220,Iliboleng,16322,Confirmed Eruption,,2,,,1982,,11,,17,,Historical Observations,,1982,,11,,17,,-8.342,123.258
283120,Kusatsu-Shiranesan,17843,Confirmed Eruption,"Kara-gama, Yu-gama",1,,,1982,,10,,26,,Historical Observations,,1982,,12,,29,,36.618,138.528
257050,Lopevi,15315,Confirmed Eruption,,2,,,1982,,10,,24,,Historical Observations,,1982,,10,,25,,-16.507,168.346
224010,Cameroon,14132,Confirmed Eruption,SW flank (2500 m),2,,,1982,,10,,16,,Historical Observations,,1982,,11,,12,,4.203,9.17
300260,Klyuchevskoy,19464,Confirmed Eruption,Summit and east flank (2875 m),2,,,1982,,10,,7,,Historical Observations,,1983,,6,,27,,56.056,160.642
311320,Akutan,20029,Confirmed Eruption,,2,,,1982,,10,,5,4,Historical Observations,,1983,,5,,16,15,54.134,-165.986
283110,Asamayama,17806,Confirmed Eruption,,1,,,1982,,10,,2,,Historical Observations,,1982,,10,,2,,36.406,138.523
332010,Kilauea,10118,Confirmed Eruption,Kilauea Caldera (SSE of Halemaumau),0,,,1982,,9,,25,,Historical Observations,,1982,,9,,26,,19.421,-155.287
353020,Wolf,11690,Confirmed Eruption,Caldera and SE flank (875 m),1,,,1982,,8,,28,,Historical Observations,,1982,,9,?,6,,0.02,-91.35
266030,Soputan,16428,Confirmed Eruption,,3,,,1982,,8,,26,,Historical Observations,,1982,,11,,10,,1.112,124.737
263340,Raung,16146,Confirmed Eruption,,3,,,1982,,7,,18,,Historical Observations,,1982,,7,,20,,-8.119,114.056
331030,Cleft Segment,20718,Confirmed Eruption,"N Cleft Segment, S Juan de Fuca Ridge",0,,<,1982,,7,,2,182,Historical Observations,,,,,,,,44.83,-130.3
267020,Karangetang,16532,Confirmed Eruption,,1,,,1982,,7,,2,182,Historical Observations,,,,,,,,2.781,125.407
223030,Nyiragongo,14104,Confirmed Eruption,,1,,,1982,,6,,21,,Historical Observations,,1982,,10,,17,15,-1.52,29.25
242050,Monowai,14709,Confirmed Eruption,,0,,,1982,,5,,16,15,Hydrophonic,,1982,,5,,16,15,-25.887,-177.188
332010,Kilauea,10117,Confirmed Eruption,Kilauea Caldera (NE of Halemaumau),0,,,1982,,4,,30,,Historical Observations,,1982,,5,,1,,19.421,-155.287
283110,Asamayama,17805,Confirmed Eruption,,2,,,1982,,4,,26,,Historical Observations,,1982,,4,,26,,36.406,138.523
257020,Gaua,15230,Confirmed Eruption,Mt. Garat,2,,,1982,,4,,18,,Historical Observations,,1982,,4,,18,,-14.27,167.5
255060,Kavachi,15170,Confirmed Eruption,,2,,,1982,,4,,7,,Historical Observations,,1982,,6,,2,1,-8.991,157.979
263140,Galunggung,15721,Confirmed Eruption,New crater at Gunung Jadi location,4,,,1982,,4,,5,,Historical Observations,,1983,,1,,8,,-7.25,108.058
290390,Alaid,18889,Confirmed Eruption,,2,,,1982,,3,,29,,Historical Observations,,1982,,3,,29,,50.861,155.565
341120,"Chichon, El",10610,Confirmed Eruption,,5,,,1982,,3,,28,,Historical Observations,,1982,,9,,11,,17.36,-93.228
300260,Klyuchevskoy,19463,Confirmed Eruption,,1,,,1982,,3,,24,,Historical Observations,,1982,,5,,2,,56.056,160.642
333010,Teahitia,10299,Confirmed Eruption,,0,,,1982,,3,,16,,Hydrophonic,,1982,,5,,19,,-17.564,-148.821
261140,Marapi,15470,Confirmed Eruption,,1,,,1982,,3,<,10,,Historical Observations,,1982,,5,,16,15,-0.381,100.473
284120,Ioto,18416,Confirmed Eruption,NW side (Idogahama beach),1,,,1982,,3,,9,,Historical Observations,,1982,,3,,10,,24.751,141.289
333060,Macdonald,10319,Confirmed Eruption,,0,,,1982,,3,,1,,Hydrophonic,,1982,,6,,6,,-28.98,-140.25
311070,Gareloi,19686,Confirmed Eruption,,3,,,1982,,1,,15,,Historical Observations,,1982,,1,,15,,51.79,-178.794
344120,Concepcion,11067,Confirmed Eruption,,2,,,1982,,1,,15,5,Historical Observations,,1982,,2,,14,5,11.538,-85.622
223020,Nyamuragira,14070,Confirmed Eruption,SE flank (Rugarambiro),3,,,1981,,12,,25,,Historical Observations,,1982,,1,,14,,-1.408,29.2
211060,Etna,13810,Confirmed Eruption,NE Crater,2,,,1981,,11,,26,,Historical Observations,,1981,,11,,26,,37.748,14.999
290390,Alaid,18888,Confirmed Eruption,,2,,,1981,,11,,25,,Historical Observations,,,,,,,,50.861,155.565
344040,Telica,10931,Confirmed Eruption,,2,,,1981,,11,,25,5,Historical Observations,,1982,,3,,2,,12.606,-86.84
373080,Krafla,12952,Confirmed Eruption,Leirhnjúkur to 9 km north,0,,,1981,,11,,18,,Historical Observations,,1981,,11,,23,,65.715,-16.728
241100,Ruapehu,14649,Confirmed Eruption,,1,,,1981,,10,?,25,,Historical Observations,,1982,,4,,12,3,-39.28,175.57
312030,Pavlof,20145,Confirmed Eruption,Upper NNE flank (100 m below summit),3,,,1981,,9,,25,,Historical Observations,,1981,,9,,27,,55.417,-161.894
352020,Guagua Pichincha,11491,Confirmed Eruption,NE side of 1660 lava dome,1,,,1981,,8,,31,5,Historical Observations,,1982,,11,?,16,15,-0.171,-78.598
353010,Fernandina,11671,Confirmed Eruption,South caldera rim,0,,,1981,,8,,1,270,Historical Observations,,,,,,,,-0.37,-91.55
257020,Gaua,15229,Confirmed Eruption,Mt. Garat,1,?,,1981,,7,,9,,Historical Observations,,1981,,7,,9,,-14.27,167.5
263200,Dieng Volcanic Complex,15787,Confirmed Eruption,Sikidang,1,?,,1981,,7,,2,182,Historical Observations,,,,,,,,-7.2,109.879
282110,Asosan,17341,Confirmed Eruption,Naka-dake,1,,,1981,,6,,15,,Historical Observations,,1981,,6,,15,,32.884,131.104
300250,Bezymianny,19360,Confirmed Eruption,,3,,,1981,,6,,12,,Historical Observations,,1983,,5,,22,,55.972,160.595
290030,Chachadake [Tiatia],18743,Confirmed Eruption,,2,?,,1981,,6,,10,,Historical Observations,,1981,,6,,25,,44.353,146.252
241050,Okataina,14526,Confirmed Eruption,Waimangu (Raupo Pond crater),1,,,1981,,5,,16,15,Historical Observations,,1981,,5,,16,15,-38.12,176.5
284170,Pagan,18515,Confirmed Eruption,North Pagan (summit and north flank),4,,,1981,,5,,15,,Historical Observations,,1985,,5,>,1,,18.13,145.8
290390,Alaid,18887,Confirmed Eruption,,4,,,1981,,4,,27,,Historical Observations,,1981,,6,,5,,50.861,155.565
262000,Krakatau,15615,Confirmed Eruption,Anak Krakatau,1,,,1981,,4,,24,,Historical Observations,,1981,,10,,20,,-6.102,105.423
273010,Bulusan,16766,Confirmed Eruption,,3,,,1981,,4,,9,,Historical Observations,,1981,,4,,27,,12.77,124.05
372070,Hekla,12752,Confirmed Eruption,Summit and north flank (900 and 740 m),2,,,1981,,4,,9,,Historical Observations,,1981,,4,,16,,63.983,-19.666
312030,Pavlof,20144,Confirmed Eruption,,1,,,1981,,3,<,30,,Historical Observations,,1981,,5,,28,,55.417,-161.894
311290,Okmok,19848,Confirmed Eruption,SW part of caldera (Cone A),3,?,,1981,,3,,24,,Historical Observations,,1981,,3,,24,,53.43,-168.13
211060,Etna,13809,Confirmed Eruption,NNW flank (2550-1140 m),2,,,1981,,3,,17,,Historical Observations,,1981,,3,,23,,37.748,14.999
345040,Poas,11182,Confirmed Eruption,,1,,,1981,,3,,16,15,Historical Observations,,1981,,5,,16,15,10.2,-84.233
268040,Gamkonora,16593,Confirmed Eruption,,1,,,1981,,3,,4,,Historical Observations,,1981,,7,,25,,1.38,127.53
285040,Shikotsu,18633,Confirmed Eruption,Tarumai,0,,,1981,,2,<,27,,Historical Observations,,,,,,,,42.688,141.38
257040,Ambrym,15283,Confirmed Eruption,"Benbow, Marum",2,,,1981,,2,,20,,Historical Observations,,1981,,9,,30,,-16.25,168.12
344040,Telica,10930,Confirmed Eruption,,1,,,1981,,2,?,16,15,Historical Observations,,,,,,,,12.606,-86.84
233020,"Fournaise, Piton de la",14370,Confirmed Eruption,"Bory, SW, N & NE of Dolomieu",2,,,1981,,2,,3,,Historical Observations,,1981,,5,,5,,-21.244,55.708
373080,Krafla,12951,Confirmed Eruption,6-8 km N of Leirhnjúkur,0,,,1981,,1,,30,,Historical Observations,,1981,,2,,4,,65.715,-16.728
211060,Etna,13808,Confirmed Eruption,NE Crater,2,,,1981,,1,,26,5,Historical Observations,,1981,,3,,5,4,37.748,14.999
300260,Klyuchevskoy,19461,Confirmed Eruption,,1,,,1981,,1,,25,,Historical Observations,,1981,,8,?,4,,56.056,160.642
345040,Poas,11181,Confirmed Eruption,,1,,,1980,,12,,26,,Historical Observations,,1980,,12,,26,,10.2,-84.233
333060,Macdonald,10318,Confirmed Eruption,,0,,,1980,,11,,10,,Hydrophonic,,1981,,2,,15,,-28.98,-140.25
312030,Pavlof,20143,Confirmed Eruption,Upper NNE flank,3,,,1980,,11,,8,,Historical Observations,,1980,,11,,13,,55.417,-161.894
264150,Paluweh,16270,Confirmed Eruption,Rokatenda,2,,,1980,,11,,5,,Historical Observations,,1981,,9,,16,15,-8.32,121.708
241100,Ruapehu,14648,Confirmed Eruption,,1,,,1980,,10,,18,,Historical Observations,,1980,,11,,3,,-39.28,175.57
357091,Callaqui,11997,Confirmed Eruption,,1,,,1980,,10,,16,15,Historical Observations,,1980,,10,,16,15,-37.92,-71.45
255060,Kavachi,15168,Confirmed Eruption,,1,,,1980,,10,,7,,Historical Observations,,1981,,2,,25,,-8.991,157.979
252120,Ulawun,15054,Confirmed Eruption,,3,,,1980,,10,,6,,Historical Observations,,1980,,10,,7,,-5.05,151.33
282050,Kuchinoerabujima,16979,Confirmed Eruption,NNE-SSW fissure on E side of Shin-take,2,,,1980,,9,,28,,Historical Observations,,1980,,9,,28,,30.443,130.218
282110,Asosan,17340,Confirmed Eruption,Naka-dake,1,,,1980,,9,,24,,Historical Observations,,1980,,9,,24,,32.884,131.104
234070,Marion Island,14413,Confirmed Eruption,E-W fissure from summit to W coast,1,,,1980,,9,?,16,15,Historical Observations,,,,,,,,-46.9,37.75
345040,Poas,11180,Confirmed Eruption,,1,,,1980,,9,,12,,Historical Observations,,1980,,9,,12,,10.2,-84.233
268060,Gamalama,16667,Confirmed Eruption,,2,,,1980,,9,,4,,Historical Observations,,1980,,9,,23,,0.8,127.33
300270,Sheveluch,19580,Confirmed Eruption,Center of 1964 crater,1,,,1980,,8,,23,,Historical Observations,,1981,,12,,1,30,56.653,161.36
300250,Bezymianny,19356,Confirmed Eruption,,2,,,1980,,8,,21,,Historical Observations,,1980,,8,,27,4,55.972,160.595
372070,Hekla,12751,Confirmed Eruption,"Summit, SW and NE flanks",3,,,1980,,8,,17,,Historical Observations,,1980,,8,,20,,63.983,-19.666
272020,Kanlaon,16735,Confirmed Eruption,,2,,,1980,,8,,8,,Historical Observations,,,,,,,,10.412,123.132
311070,Gareloi,19685,Confirmed Eruption,,3,?,,1980,,8,,7,,Historical Observations,,1980,,9,,17,,51.79,-178.794
211060,Etna,13807,Confirmed Eruption,NE Crater,3,,,1980,,7,,8,,Historical Observations,,1980,,9,,26,,37.748,14.999
312030,Pavlof,20142,Confirmed Eruption,,1,,,1980,,7,,6,1,Historical Observations,,,,,,,,55.417,-161.894
311320,Akutan,20028,Confirmed Eruption,,2,,,1980,,7,<,3,,Historical Observations,,1980,,7,?,8,,54.134,-165.986
257020,Gaua,15228,Confirmed Eruption,Mt. Garat,1,?,,1980,,7,,2,182,Historical Observations,,,,,,,,-14.27,167.5
357120,Villarrica,12167,Confirmed Eruption,,2,,,1980,,6,,20,,Historical Observations,,1980,,9,,24,,-39.42,-71.93
300070,Gorely,19024,Confirmed Eruption,,3,,,1980,,6,,15,5,Historical Observations,,1981,,7,,3,,52.559,158.03
263310,Tengger Caldera,16056,Confirmed Eruption,Bromo,2,,,1980,,6,,5,1,Historical Observations,,1980,,9,,20,,-7.942,112.95
290270,Ekarma,18832,Confirmed Eruption,,1,,,1980,,5,,24,,Historical Observations,,,,,,,,48.958,153.93
257040,Ambrym,15282,Confirmed Eruption,Marum,3,,,1980,,5,,16,,Historical Observations,,1980,,8,,18,,-16.25,168.12
311310,Makushin,19988,Confirmed Eruption,SE side of summit,1,,,1980,,5,,1,75,Historical Observations,,,,,,,,53.891,-166.923
300250,Bezymianny,19355,Confirmed Eruption,,3,,,1980,,4,,18,,Historical Observations,,1980,,4,,19,,55.972,160.595
257050,Lopevi,15314,Confirmed Eruption,"Summit, NW and SE flanks",3,,,1980,,4,,15,,Historical Observations,,1980,,8,,20,,-16.507,168.346
261140,Marapi,15469,Confirmed Eruption,,1,,,1980,,3,,29,,Historical Observations,,,,,,,,-0.381,100.473
321050,St. Helens,20557,Confirmed Eruption,Summit and north flank,5,,,1980,,3,,27,,Historical Observations,,1986,,10,,28,3,46.2,-122.18
267020,Karangetang,16531,Confirmed Eruption,,1,,,1980,,3,,24,,Historical Observations,,1980,,9,,13,,2.781,125.407
373080,Krafla,12950,Confirmed Eruption,Leirhnjúkur to 11 km north,0,,,1980,,3,,16,,Historical Observations,,1980,,10,,23,,65.715,-16.728
262000,Krakatau,15614,Confirmed Eruption,Anak Krakatau,2,,,1980,,3,,15,5,Historical Observations,,1980,,12,,16,15,-6.102,105.423
284120,Ioto,18415,Confirmed Eruption,Kitanohara,1,,,1980,,3,,13,,Historical Observations,,1980,,3,,13,,24.751,141.289
332010,Kilauea,10116,Confirmed Eruption,East rift zone (near Mauna Ulu),0,,,1980,,3,,11,,Historical Observations,,1980,,3,,11,,19.421,-155.287
333060,Macdonald,10317,Confirmed Eruption,,0,,,1980,,2,,12,,Hydrophonic,,1980,,2,,13,,-28.98,-140.25
223020,Nyamuragira,14069,Confirmed Eruption,North flank (Gasenyi),3,,,1980,,1,,30,,Historical Observations,,1980,,2,,24,,-1.408,29.2
242050,Monowai,14708,Confirmed Eruption,,0,,,1980,,1,,16,15,Hydrophonic,,1980,,1,,16,15,-25.887,-177.188
241100,Ruapehu,14647,Confirmed Eruption,,1,,,1980,,1,?,15,,Historical Observations,,1980,,3,?,27,,-39.28,175.57
357010,Tupungatito,20561,Confirmed Eruption,SW crater,2,,,1980,,1,,10,,Historical Observations,,1980,,1,,11,,-33.425,-69.797
273010,Bulusan,16765,Confirmed Eruption,,3,,,1979,,12,,27,,Historical Observations,,1980,,9,,28,,12.77,124.05
332010,Kilauea,10115,Confirmed Eruption,East rift zone (Pauahi Crater),0,,,1979,,11,,16,,Historical Observations,,1979,,11,,17,,19.421,-155.287
353050,"Negra, Sierra",11712,Confirmed Eruption,Upper NW and NE flanks (Volcán Chico),3,,,1979,,11,,13,,Historical Observations,,1980,,1,>,14,,-0.83,-91.17
283040,Ontakesan,17457,Confirmed Eruption,200 m SW of Kengamine,2,,,1979,,10,,28,,Historical Observations,,1980,,4,,25,,35.893,137.48
357110,Llaima,12065,Confirmed Eruption,,2,,,1979,,10,,15,,Historical Observations,,1979,,11,,28,,-38.692,-71.729
333060,Macdonald,10316,Confirmed Eruption,,0,,,1979,,9,,30,,Hydrophonic,,1979,,9,,30,,-28.98,-140.25
300250,Bezymianny,19354,Confirmed Eruption,,2,,,1979,,9,,18,,Historical Observations,,,,,,,,55.972,160.595
345040,Poas,11179,Confirmed Eruption,,1,,,1979,,9,,8,,Historical Observations,,1980,,1,,16,15,10.2,-84.233
211060,Etna,13806,Confirmed Eruption,"SE Crater, SE, E and NE flanks",3,?,,1979,,7,,16,,Historical Observations,,1980,,9,,1,5,37.748,14.999
262000,Krakatau,15613,Confirmed Eruption,Anak Krakatau,2,,,1979,,7,,15,5,Historical Observations,,1979,,11,,16,15,-6.102,105.423
211060,Etna,13805,Confirmed Eruption,Central Crater,2,,,1979,,7,,3,,Historical Observations,,1992,,12,,16,15,37.748,14.999
257050,Lopevi,15313,Confirmed Eruption,NW flank,2,,,1979,,7,,2,,Historical Observations,,1979,,9,,12,,-16.507,168.346
257060,Epi,15095,Confirmed Eruption,South flank of Epi B,0,,,1979,5,7,,2,182,Historical Observations,,,,,,,,-16.68,168.37
261030,Peuet Sague,15392,Confirmed Eruption,,2,,,1979,,7,,2,182,Historical Observations,,,,,,,,4.914,96.329
241100,Ruapehu,14646,Confirmed Eruption,,1,,,1979,,6,,30,,Historical Observations,,1979,,7,,15,,-39.28,175.57
257040,Ambrym,15281,Confirmed Eruption,"Benbow, Marum",2,,,1979,,6,,6,,Historical Observations,,1979,,9,?,16,15,-16.25,168.12
282110,Asosan,17339,Confirmed Eruption,Naka-dake,2,,,1979,,6,,5,4,Historical Observations,,1980,,3,,8,,32.884,131.104
267020,Karangetang,16530,Confirmed Eruption,"NNW flank, 1300 m (Kawah Maralebule)",1,,,1979,,5,,31,,Historical Observations,,1979,,5,,31,,2.781,125.407
233020,"Fournaise, Piton de la",14369,Confirmed Eruption,"SE, SW and N flanks, Dolomieu & Bory",1,,,1979,,5,,28,,Historical Observations,,1979,,7,,14,,-21.244,55.708
243102,Curacoa,14776,Confirmed Eruption,13 km north of Tafahi,1,,,1979,,5,,14,,Historical Observations,,,,,,,,-15.62,-173.67
243070,Metis Shoal,14765,Confirmed Eruption,,2,,,1979,,5,<,10,,Historical Observations,,1979,,7,>,21,,-19.18,-174.87
290260,Chirinkotan,18828,Confirmed Eruption,,2,,,1979,,4,,16,15,Historical Observations,,1980,,10,,10,,48.98,153.48
357140,Carrán-Los Venados,12189,Confirmed Eruption,Mirador,2,,,1979,,4,,14,,Historical Observations,,1979,,5,,20,,-40.35,-72.07
360150,Soufrière St. Vincent,12455,Confirmed Eruption,,3,,,1979,,4,,13,,Historical Observations,,1979,,10,,26,5,13.33,-61.18
358059,Arenales,12300,Confirmed Eruption,,1,?,,1979,,3,<,8,,Historical Observations,,,,,,,,-47.2,-73.48
358060,Lautaro,12322,Confirmed Eruption,,2,?,,1979,,3,<,8,,Historical Observations,,,,,,,,-49.02,-73.55
263200,Dieng Volcanic Complex,15786,Confirmed Eruption,Sinila and Sigluduk,1,,,1979,,2,,20,,Historical Observations,,1979,,2,,20,,-7.2,109.879
282090,Kirishimayama,17161,Confirmed Eruption,Shinmoe-dake,1,,,1979,,2,,16,60,Historical Observations,,,,,,,,31.934,130.862
242050,Monowai,14707,Confirmed Eruption,,1,,,1979,,2,?,16,15,Hydrophonic,,1979,,4,?,19,,-25.887,-177.188
311360,Shishaldin,20088,Confirmed Eruption,,2,,,1979,,2,,16,15,Historical Observations,,,,,,,,54.756,-163.97
300250,Bezymianny,19353,Confirmed Eruption,,3,,,1979,,2,,11,,Historical Observations,,,,,,,,55.972,160.595
353060,"Azul, Cerro",11728,Confirmed Eruption,East flank (300 m) and summit,2,?,,1979,,1,,29,,Historical Observations,,1979,,3,>,4,,-0.92,-91.408
257040,Ambrym,15280,Confirmed Eruption,Benbow,2,,,1979,,1,,26,5,Historical Observations,,1979,,2,?,18,,-16.25,168.12
251030,Karkar,14948,Confirmed Eruption,SE foot of Bagiai,2,,,1979,,1,?,12,,Historical Observations,,1979,,8,,9,,-4.649,145.964
